PLAYER,POS,BODY FAT %,HAND LENGTH (inches),HAND WIDTH (inches),HEIGHT W/O SHOES,HEIGHT W/ SHOES,STANDING REACH,WEIGHT (LBS),WINGSPAN,SEASON
Daniel Horton,PG-SG,8.00%,-,-,6' 0.5'',6' 2.25'',8' 0.5'',198.0,6' 7'',2006-2007
Bobby Jones,SF-SG,8.00%,-,-,6' 5.75'',6' 6.75'',8' 5.5'',211.0,6' 9.5'',2006-2007
Solomon Jones,PF-C,7.40%,-,-,6' 8.5'',6' 9.75'',9' 1'',224.0,7' 4.75'',2006-2007
Viktor Keyru,SG-PG,5.50%,-,-,6' 5.25'',6' 6'',8' 8'',202.0,6' 9.25'',2006-2007
Marco Killingsworth,PF,19.00%,-,-,6' 5.5'',6' 6.75'',8' 8'',266.0,7' 3'',2006-2007
Tarence Kinsey,SF-SG,4.10%,-,-,6' 4.75'',6' 5.5'',8' 4.5'',179.0,6' 6.75'',2006-2007
Carl Krauser,PG,8.00%,-,-,5' 11.75'',6' 0.75'',8' 1'',190.0,6' 6.25'',2006-2007
Chris McCray,SG,9.60%,-,-,6' 3'',6' 4'',8' 0.5'',187.0,6' 5.75'',2006-2007
Gerry McNamara,PG-SG,12.80%,-,-,5' 11.75'',6' 0.5'',7' 8.5'',177.0,6' 0.75'',2006-2007
Pops Mensah-Bonsu,PF-C,5.80%,-,-,6' 7.5'',6' 9'',8' 9.5'',232.0,7' 0'',2006-2007
Paul Miller,PF-C,13.80%,-,-,6' 8.5'',6' 9.25'',8' 5.5'',251.0,7' 0'',2006-2007
Paul Millsap,PF,9.70%,-,-,6' 6.25'',6' 7.25'',8' 9.5'',258.0,7' 1.5'',2006-2007
Dwayne Mitchell,SG-SF,4.50%,-,-,6' 2'',6' 3.25'',8' 2.5'',208.0,6' 6.5'',2006-2007
Adam Morrison,SF,6.80%,-,-,6' 6.5'',6' 7.75'',8' 9'',198.0,6' 10'',2006-2007
Yemi Nicholson,PF-C,17.20%,-,-,6' 7.75'',6' 9.5'',8' 11'',258.0,7' 4.25'',2006-2007
David Noel,SF-SG,6.10%,-,-,6' 4.5'',6' 6'',8' 4'',223.0,6' 9.5'',2006-2007
Steve Novak,SF,8.10%,-,-,6' 8'',6' 9.25'',8' 7'',216.0,6' 9.5'',2006-2007
Patrick O'Bryant,C,10.00%,-,-,6' 11'',7' 0'',9' 5'',249.0,7' 5.75'',2006-2007
Danilo Pinnock,PG-SG,4.60%,-,-,6' 2.75'',6' 4'',8' 4.5'',204.0,6' 7.5'',2006-2007
Chris Quinn,PG-SG,5.90%,-,-,6' 0.5'',6' 1.5'',7' 10'',175.0,6' 5'',2006-2007
Allan Ray,SG,9.80%,-,-,6' 1'',6' 2.25'',8' 3.5'',204.0,6' 8.5'',2006-2007
JJ Redick,SG,7.00%,-,-,6' 4'',6' 4.75'',8' 1.5'',190.0,6' 3.25'',2006-2007
Antywane Robinson,SF-PF,6.90%,-,-,6' 6.25'',6' 7.5'',8' 9.5'',217.0,7' 2.5'',2006-2007
Brandon Roy,SG-SF,7.60%,-,-,6' 5.25'',6' 6.25'',8' 5'',207.0,6' 8'',2006-2007
Blake Schilb,PG-SG,11.30%,-,-,6' 5.25'',6' 6.25'',8' 6'',209.0,6' 8.75'',2006-2007
Mouhamed Sene,C,6.60%,-,-,6' 11'',7' 0'',9' 5'',237.0,7' 8.5'',2006-2007
Cedric Simmons,PF-C,5.60%,-,-,6' 8.25'',6' 9.5'',9' 0.5'',223.0,7' 4.25'',2006-2007
Marcus Slaughter,PF-SF,8.50%,-,-,6' 7'',6' 8'',8' 8.5'',220.0,6' 11.5'',2006-2007
Craig Smith,PF,12.20%,-,-,6' 5.5'',6' 6.5'',8' 7.5'',259.0,6' 9.5'',2006-2007
Steven Smith,SF-PF,7.80%,-,-,6' 7.5'',6' 9.25'',8' 8'',238.0,7' 0.5'',2006-2007
Michael Southhall,C,7.90%,-,-,6' 9.5'',6' 10.25'',8' 11.5'',241.0,7' 4.25'',2006-2007
Frans Steyn,C,12.80%,-,-,7' 1.25'',7' 2.5'',9' 1'',280.0,7' 2.25'',2006-2007
Curtis Stinson,SG,6.00%,-,-,6' 1.75'',6' 2.75'',8' 1.5'',208.0,6' 5'',2006-2007
Tyrus Thomas,PF-SF,5.60%,-,-,6' 7.25'',6' 8.25'',9' 0'',217.0,7' 3'',2006-2007
Joah Tucker,SF-SG,7.00%,-,-,6' 3.75'',6' 5.25'',8' 3.5'',224.0,6' 6.5'',2006-2007
Ian Vouyoukas,C-PF,14.80%,-,-,6' 8.5'',6' 9.5'',9' 0.5'',267.0,7' 0.75'',2006-2007
Darius Washington,PG,9.70%,-,-,5' 11.5'',6' 1'',8' 0'',195.0,6' 4'',2006-2007
CJ Watson,PG,5.20%,-,-,6' 0.5'',6' 1.75'',8' 0'',171.0,6' 6'',2006-2007
Marcus Williams,PG,12.40%,-,-,6' 2'',6' 3.25'',8' 1.5'',215.0,6' 7'',2006-2007
Shawne Williams,SF-PF,8.00%,-,-,6' 7.25'',6' 8.75'',8' 8'',227.0,7' 3'',2006-2007
Justin Williams,C-PF,6.50%,-,-,6' 7.25'',6' 8.75'',9' 1'',211.0,7' 1.5'',2006-2007
Shelden Williams,PF-C,11.40%,-,-,6' 7.5'',6' 8.5'',8' 8'',258.0,7' 4.25'',2006-2007
Eric Williams,C-PF,13.00%,-,-,6' 7.25'',6' 8.75'',8' 10.5'',285.0,7' 4.25'',2006-2007
Curtis Withers,PF-SF,5.00%,-,-,6' 6'',6' 6.5'',8' 5'',227.0,6' 10'',2006-2007
Mohamed Abukar,SF,8.90%,-,-,6' 8'',6' 9.75'',8' 7'',210.0,6' 9'',2007-2008
Mario Boggan,PF,9.20%,-,-,6' 5'',6' 7'',8' 11'',240.0,7' 2'',2007-2008
Craig Bradshaw,PF,12.10%,-,-,6' 8'',6' 9.75'',8' 10.5'',240.0,7' 1.5'',2007-2008
Corey Brewer,SF-SG,4.20%,-,-,6' 6'',6' 7.75'',8' 7'',185.0,6' 8.25'',2007-2008
Aaron Brooks,PG,2.70%,-,-,5' 10'',5' 11.75'',7' 10'',161.0,6' 4'',2007-2008
Bobby Brown,PG,6.60%,-,-,5' 11'',6' 1.75'',7' 11.5'',170.0,6' 4'',2007-2008
Russell Carter,SG,6.00%,-,-,6' 3'',6' 4.5'',8' 1.5'',221.0,6' 8.5'',2007-2008
Coleman Collins,PF,6.20%,-,-,6' 8'',6' 9.75'',8' 11'',236.0,7' 2'',2007-2008
Mike Conley,PG,4.20%,-,-,5' 11'',6' 0.75'',7' 10.5'',175.0,6' 5.75'',2007-2008
Daequan Cook,SG,7.00%,-,-,6' 3'',6' 5.75'',8' 5.5'',203.0,6' 8.25'',2007-2008
Ryvon Covile,C-PF,8.00%,-,-,6' 7'',6' 8.5'',8' 11.5'',250.0,7' 1.25'',2007-2008
Javaris Crittenton,PG,4.50%,-,-,6' 3'',6' 4.75'',8' 2'',194.0,6' 5.5'',2007-2008
Jermareo Davidson,PF,6.90%,-,-,6' 9'',6' 11'',9' 1.5'',230.0,7' 4'',2007-2008
Justin Doellman,PF,7.00%,-,-,6' 8'',6' 9.5'',8' 9'',205.0,6' 8.75'',2007-2008
Zabian Dowdell,PG,5.10%,-,-,6' 1'',6' 3'',8' 4'',191.0,6' 10'',2007-2008
Jared Dudley,SF,7.10%,-,-,6' 5'',6' 7.25'',8' 6'',219.0,6' 7'',2007-2008
Kevin Durant,SF-PF,6.60%,-,-,6' 9'',6' 10.25'',9' 2'',215.0,7' 4.75'',2007-2008
Rashaun Freeman,PF,11.50%,-,-,6' 6'',6' 8'',8' 8'',244.0,6' 11.5'',2007-2008
Aaron Gray,C,10.80%,-,-,7' 0'',7' 1.75'',9' 0.5'',271.0,7' 3.25'',2007-2008
Caleb Green,PF,10.90%,-,-,6' 6'',6' 8'',8' 7'',238.0,6' 11.75'',2007-2008
Jeff Green,SF,3.70%,-,-,6' 7'',6' 9.5'',8' 7'',228.0,7' 1.25'',2007-2008
Taurean Green,PG,4.60%,-,-,5' 11'',6' 0.75'',8' 0'',173.0,6' 2.25'',2007-2008
Spencer Hawes,PF,13.00%,-,-,6' 10'',7' 0.75'',9' 2'',244.0,7' 0.5'',2007-2008
Brandon Heath,PG,9.00%,-,-,6' 2'',6' 3.75'',7' 10'',181.0,6' 7'',2007-2008
Herbert Hill,C,5.60%,-,-,6' 7'',6' 9.75'',9' 0.5'',232.0,7' 2.25'',2007-2008
Al Horford,PF,9.10%,-,-,6' 8'',6' 9.75'',8' 11'',246.0,7' 0.75'',2007-2008
Quinton Hosley,SF-SG,5.70%,-,-,6' 5'',6' 7.75'',8' 9'',215.0,6' 11.25'',2007-2008
James Hughes,C,3.50%,-,-,6' 9'',6' 10.75'',9' 3'',209.0,7' 3'',2007-2008
Jeremy Hunt,SG,5.20%,-,-,6' 2'',6' 4.75'',8' 5.5'',198.0,6' 8.25'',2007-2008
Ekene Ibekwe,PF,3.20%,-,-,6' 8'',6' 9'',8' 8'',208.0,7' 6'',2007-2008
Dominic James,PG,4.80%,-,-,5' 10'',5' 11.75'',7' 9'',175.0,6' 2'',2007-2008
Trey Johnson,SG,5.40%,-,-,6' 3'',6' 5.75'',8' 2'',216.0,6' 5'',2007-2008
Rashad Jones-Jennings,PF,5.90%,-,-,6' 6'',6' 7.5'',8' 9.5'',235.0,7' 0'',2007-2008
Jared Jordan,PG,7.00%,-,-,6' 0'',6' 1.75'',7' 10'',183.0,6' 0'',2007-2008
Coby Karl,SG-PG,5.40%,-,-,6' 3'',6' 4.75'',8' 3.5'',204.0,6' 11'',2007-2008
Antanas Kavaliauskas,PF,7.70%,-,-,6' 9'',6' 10.5'',8' 10.5'',237.0,6' 10.5'',2007-2008
Carl Landry,PF,7.50%,-,-,6' 7'',6' 8.5'',8' 6.5'',248.0,6' 11'',2007-2008
Stephane Lasme,PF,4.90%,-,-,6' 5'',6' 7'',8' 11'',213.0,7' 2'',2007-2008
Acie Law,PG,5.60%,-,-,6' 2'',6' 3.5'',8' 2'',186.0,6' 6.5'',2007-2008
Marko Lekic,C,11.40%,-,-,6' 9'',6' 10.5'',9' 0.5'',267.0,7' 1'',2007-2008
Ron Lewis,SG,4.50%,-,-,6' 2'',6' 4.5'',8' 3'',194.0,6' 6.5'',2007-2008
Cartier Martin,SF,5.60%,-,-,6' 4'',6' 6.5'',8' 7.5'',218.0,6' 10'',2007-2008
Dominic McGuire,SF,4.70%,-,-,6' 7'',6' 8.25'',8' 8'',220.0,6' 10.5'',2007-2008
Josh McRoberts,PF,13.70%,-,-,6' 8'',6' 10'',8' 10.5'',240.0,7' 1'',2007-2008
Sammy Mejia,SG,8.30%,-,-,6' 5'',6' 7'',8' 9'',218.0,6' 11'',2007-2008
Brad Newley,SG,8.00%,-,-,6' 5'',6' 6.5'',8' 6.5'',201.0,6' 8'',2007-2008
Demetris Nichols,SF,6.20%,-,-,6' 6'',6' 7.5'',8' 9'',211.0,7' 0.25'',2007-2008
Joakim Noah,PF,4.80%,-,-,6' 10'',7' 0'',8' 10.5'',223.0,7' 1.25'',2007-2008
Greg Oden,C,7.80%,-,-,6' 11'',7' 0'',9' 4'',257.0,7' 4.25'',2007-2008
Ivan Radenovic,PF,9.80%,-,-,6' 9'',6' 10.75'',8' 10'',226.0,6' 11.75'',2007-2008
JR Reynolds,PG,8.20%,-,-,6' 0'',6' 2.75'',7' 11'',188.0,6' 3.25'',2007-2008
Chris Richard,PF,7.50%,-,-,6' 7'',6' 8.75'',9' 2.5'',252.0,7' 4.5'',2007-2008
Dustin Salisbery,SG,6.60%,-,-,6' 3'',6' 4.75'',8' 4.5'',208.0,6' 8'',2007-2008
Blake Schilb,SG,10.00%,-,-,6' 5'',6' 7'',8' 6.5'',214.0,6' 9'',2007-2008
Renaldas Seibutis,SG,6.10%,-,-,6' 4'',6' 5.75'',8' 5'',185.0,6' 8.75'',2007-2008
Ramon Sessions,PG,6.20%,-,-,6' 2'',6' 3.75'',8' 1.5'',185.0,6' 4.25'',2007-2008
Mustafa Shakur,PG,4.10%,-,-,6' 3'',6' 4.5'',8' 3'',185.0,6' 5.5'',2007-2008
Jason Smith,PF,7.50%,-,-,6' 10.75'',6' 11.5'',8' 10'',233.0,6' 10.75'',2007-2008
DJ Strawberry,SG,4.50%,-,-,6' 3.75'',6' 5'',8' 5'',199.0,6' 6.5'',2007-2008
Rodney Stuckey,SG-PG,6.10%,-,-,6' 3.75'',6' 4.5'',8' 4.5'',207.0,6' 7.25'',2007-2008
Curtis Sumpter,SF,5.30%,-,-,6' 6'',6' 7.75'',8' 8'',227.0,6' 9.5'',2007-2008
Yue Sun,SF,5.10%,-,-,6' 7.75'',6' 8.75'',8' 9'',212.0,6' 9'',2007-2008
Jamaal Tatum,PG,5.00%,-,-,5' 11.5'',6' 0.75'',7' 9.5'',168.0,6' 2.5'',2007-2008
Reyshawn Terry,SF,8.90%,-,-,6' 6.75'',6' 7.5'',8' 7.5'',222.0,6' 10'',2007-2008
Al Thornton,SF,5.80%,-,-,6' 5.75'',6' 7'',8' 8'',221.0,7' 1'',2007-2008
Anthony Tolliver,PF,5.70%,-,-,6' 7'',6' 8.5'',8' 11.5'',242.0,7' 2.5'',2007-2008
Ali Traore,C-PF,12.10%,-,-,6' 8.75'',6' 9.75'',9' 0.5'',249.0,7' 4'',2007-2008
Kyle Visser,C,10.20%,-,-,6' 10'',6' 11.5'',9' 0'',242.0,6' 11'',2007-2008
Darryl Watkins,C,6.90%,-,-,6' 8.75'',6' 10.25'',9' 2'',241.0,7' 3'',2007-2008
Major Wingate,C,6.70%,-,-,6' 8.5'',6' 10.75'',9' 1'',242.0,7' 4'',2007-2008
DaShaun Wood,PG,5.40%,-,-,5' 10.75'',5' 11.5'',7' 8'',167.0,6' 0.75'',2007-2008
Julian Wright,SF-PF,6.10%,-,-,6' 6.5'',6' 8.5'',9' 0'',211.0,7' 2.25'',2007-2008
Brandan Wright,PF,5.80%,-,-,6' 8.75'',6' 10'',9' 0.5'',200.0,7' 3.75'',2007-2008
Avis Wyatt,PF,3.30%,-,-,6' 8.75'',6' 9.5'',8' 11'',212.0,7' 1'',2007-2008
Jianlian Yi,,-%,-,-,,,,-,,2007-2008
Nick Young,SG-SF,6.80%,-,-,6' 5'',6' 6.75'',8' 4.5'',206.0,7' 0'',2007-2008
Thaddeus Young,SF,4.90%,-,-,6' 5.75'',6' 7.5'',8' 10'',210.0,6' 11.5'',2007-2008
Joe Alexander,SF-PF,5.80%,-,-,6' 7.25'',6' 8.25'',8' 10'',220.0,6' 11.5'',2008-2009
Darrell Arthur,PF,7.30%,-,-,6' 7.5'',6' 8.5'',8' 11'',216.0,6' 10.75'',2008-2009
D.J. Augustin,PG,8.10%,-,-,5' 10'',5' 11.5'',7' 10.5'',171.5,6' 3.5'',2008-2009
Jerryd Bayless,PG-SG,4.70%,-,-,6' 1.75'',6' 3'',8' 1'',204.0,6' 3.5'',2008-2009
Michael Beasley,PF-SF,7.70%,-,-,6' 7'',6' 8.25'',8' 11'',239.0,7' 0.25'',2008-2009
Ramel Bradley,PG-SG,5.70%,-,-,6' 1.25'',6' 2.25'',8' 2'',184.0,6' 5'',2008-2009
Tyrone Brazelton,PG,8.10%,-,-,5' 10'',5' 11'',7' 10'',166.0,6' 1.75'',2008-2009
Takais Brown,PF,9.20%,-,-,6' 7.25'',6' 8.5'',8' 10'',252.0,6' 10'',2008-2009
Keith Brumbaugh,SF-PF,4.00%,-,-,6' 7.5'',6' 8.75'',8' 8.5'',190.0,6' 7.25'',2008-2009
Stanley Burrell,PG,5.60%,-,-,6' 1.5'',6' 2.5'',8' 1.5'',201.0,6' 6.25'',2008-2009
Brian Butch,C-PF,10.80%,-,-,6' 9.5'',6' 11'',9' 0'',229.6,6' 11.25'',2008-2009
Jamar Butler,PG,6.00%,-,-,6' 0.25'',6' 1.5'',8' 1'',182.0,6' 4.75'',2008-2009
Pat Calathes,SF-PF,7.30%,-,-,6' 8.75'',6' 9.75'',8' 10'',204.0,6' 9.75'',2008-2009
Joe Crawford,SG,7.60%,-,-,6' 3'',6' 4'',8' 3.5'',213.0,6' 5.75'',2008-2009
Chris Daniels,C-PF,16.10%,-,-,6' 8.25'',6' 9.5'',9' 1'',256.0,7' 0.5'',2008-2009
Joey Dorsey,PF-C,9.00%,-,-,6' 6.25'',6' 7.25'',8' 11'',265.0,7' 1.75'',2008-2009
Marcus Dove,SF-PF,5.30%,-,-,6' 6.75'',6' 7.5'',8' 9'',208.0,6' 11.5'',2008-2009
Josh Duncan,PF,5.40%,-,-,6' 8'',6' 9'',8' 8.5'',230.0,6' 11.5'',2008-2009
Frank Elegar,PF,4.50%,-,-,6' 7.25'',6' 8.75'',8' 10'',210.0,7' 3.25'',2008-2009
Patrick Ewing Jr.,SF-PF,9.40%,-,-,6' 6'',6' 7.25'',8' 1.5'',224.0,7' 0.25'',2008-2009
Gary Forbes,SG,6.50%,-,-,6' 4.5'',6' 5.75'',8' 8.5'',220.5,6' 11.25'',2008-2009
Shan Foster,SG,6.30%,-,-,6' 4'',6' 5.25'',8' 7.5'',194.5,6' 11.5'',2008-2009
J.R. Giddens,SG,5.40%,-,-,6' 4'',6' 4.75'',8' 7'',208.0,6' 11.25'',2008-2009
James Gist,PF,4.80%,-,-,6' 7'',6' 8.5'',8' 11.5'',220.0,7' 4'',2008-2009
Vladimir Golubovic,C,6.90%,-,-,6' 11.25'',7' 0.25'',9' 3.5'',258.0,7' 2.5'',2008-2009
Eric Gordon,SG,8.20%,-,-,6' 2'',6' 3.25'',8' 3'',222.0,6' 9'',2008-2009
Kentrell Gransberry,C,17.40%,-,-,6' 6.75'',6' 7.75'',8' 10'',290.0,6' 10.25'',2008-2009
Donte Greene,SF-PF,7.60%,-,-,6' 8.25'',6' 9'',9' 0'',221.0,6' 10'',2008-2009
Malik Hairston,SG,6.90%,-,-,6' 4.25'',6' 5.25'',8' 7.5'',204.0,6' 9'',2008-2009
DeVon Hardin,C-PF,5.80%,-,-,6' 9.5'',6' 10.75'',9' 1.5'',235.0,7' 3'',2008-2009
Richard Hendrix,PF,9.20%,-,-,6' 6.75'',6' 8.75'',9' 0'',250.0,7' 3'',2008-2009
George Hill,PG,3.00%,-,-,6' 1.25'',6' 2.5'',8' 1.5'',181.0,6' 9'',2008-2009
Kyle Hines,SF-PF,3.60%,-,-,6' 3.75'',6' 5.25'',8' 8.5'',234.0,7' 1.25'',2008-2009
Jiri Hubalek,C-PF,8.80%,-,-,6' 9.5'',6' 11'',9' 1'',226.0,6' 10.75'',2008-2009
Lester Hudson,PG,3.40%,-,-,5' 11.75'',6' 1'',8' 2.5'',196.0,6' 8.75'',2008-2009
Othello Hunter,PF-SF,6.40%,-,-,6' 6.5'',6' 7.5'',9' 1.5'',220.0,7' 3'',2008-2009
Darnell Jackson,PF,12.50%,-,-,6' 7'',6' 7.75'',8' 10.5'',240.5,6' 11.25'',2008-2009
Shawn James,PF,9.20%,-,-,6' 7.75'',6' 9'',9' 3'',217.0,7' 5'',2008-2009
Davon Jefferson,SF,12.00%,-,-,6' 5.25'',6' 6.5'',8' 9'',213.0,6' 9.5'',2008-2009
Joseph Jones,PF,12.20%,-,-,6' 7'',6' 8.5'',8' 11'',240.0,7' 0.25'',2008-2009
DeAndre Jordan,C,7.50%,-,-,6' 9.75'',6' 11'',9' 5.5'',250.0,7' 6'',2008-2009
Sasha Kaun,C-PF,9.60%,-,-,6' 9'',6' 10.75'',9' 2'',247.0,7' 4'',2008-2009
Marcelus Kemp,SG,9.00%,-,-,6' 3'',6' 4.25'',8' 7.5'',221.0,6' 8.5'',2008-2009
Maarty Leunen,SF,8.90%,-,-,6' 7.25'',6' 8.5'',8' 6.5'',222.0,6' 8'',2008-2009
Longar Longar,C,10.60%,-,-,6' 9'',6' 10'',9' 1.5'',212.5,7' 1.25'',2008-2009
Brook Lopez,C,6.30%,-,-,6' 11.25'',7' 0.5'',9' 5'',258.0,7' 5.5'',2008-2009
Kevin Love,PF,12.90%,-,-,6' 7.75'',6' 9.5'',8' 10'',255.0,6' 11.25'',2008-2009
Aleks Maric,C,10.10%,-,-,6' 9.75'',6' 10.75'',9' 1.5'',273.0,7' 1'',2008-2009
O.J. Mayo,SG-PG,6.30%,-,-,6' 3.25'',6' 4.25'',8' 3.5'',200.0,6' 6'',2008-2009
James Mays,PF,8.80%,-,-,6' 6.75'',6' 7.75'',8' 9'',227.0,7' 1.75'',2008-2009
Luc Mbah a Moute,SF,7.00%,-,-,6' 5.75'',6' 7.5'',8' 7.5'',221.0,7' 2.5'',2008-2009
JaVale McGee,C-PF,5.30%,-,-,6' 11'',7' 0'',9' 6.5'',241.0,7' 6'',2008-2009
Drew Neitzel,PG,6.20%,-,-,5' 11.75'',6' 0.75'',7' 11'',175.5,6' 2.5'',2008-2009
DeMarcus Nelson,PG-SG,4.50%,-,-,6' 1'',6' 2.25'',8' 2.5'',198.0,6' 10'',2008-2009
David Padgett,C-PF,9.00%,-,-,6' 10.25'',6' 11.5'',9' 1.5'',239.5,7' 1'',2008-2009
Jeremy Pargo,PG,7.60%,-,-,6' 0.5'',6' 1.5'',8' 0'',208.0,6' 5'',2008-2009
Trent Plaisted,PF,11.00%,-,-,6' 9.25'',6' 10.25'',8' 9.5'',240.0,6' 10.5'',2008-2009
Quan Prowell,SF-PF,6.50%,-,-,6' 6.75'',6' 7.75'',8' 7.5'',225.5,6' 10.5'',2008-2009
Shaun Pruitt,C-PF,13.80%,-,-,6' 8.25'',6' 9'',8' 11.5'',242.2,7' 1'',2008-2009
Anthony Randolph,PF-SF,4.70%,-,-,6' 9'',6' 10.25'',9' 1'',197.0,7' 3'',2008-2009
Charles Rhodes,PF,10.70%,-,-,6' 7.25'',6' 8.25'',8' 11.5'',244.0,6' 11.25'',2008-2009
John Riek,C,11.00%,-,-,6' 10.5'',7' 0'',,237.0,7' 8.75'',2008-2009
Brian Roberts,PG,3.60%,-,-,6' 0.25'',6' 1.25'',7' 11'',173.0,6' 1.25'',2008-2009
Russell Robinson,PG,7.40%,-,-,6' 0.5'',6' 1.5'',8' 4.5'',196.0,6' 8'',2008-2009
Richard Roby,SG-SF,9.20%,-,-,6' 4.25'',6' 5.5'',8' 8'',203.0,6' 9.75'',2008-2009
Derrick Rose,PG,4.60%,-,-,6' 1.5'',6' 2.5'',8' 2.5'',196.0,6' 8'',2008-2009
Sean Singletary,PG,4.20%,-,-,5' 11'',6' 0'',7' 11'',183.8,6' 4.5'',2008-2009
Ronald Steele,PG,8.10%,-,-,6' 0.25'',6' 1.5'',8' 1.5'',183.5,6' 4.25'',2008-2009
Mike Taylor,SG-PG,3.80%,-,-,6' 0.75'',6' 2'',8' 2'',166.2,6' 7.25'',2008-2009
Bryce Taylor,SG,8.30%,-,-,6' 2.75'',6' 4.25'',8' 3.5'',210.0,6' 9'',2008-2009
Mark Tyndale,SG-SF,6.70%,-,-,6' 2.75'',6' 3.5'',8' 7.5'',217.0,6' 11'',2008-2009
Robert Vaden,SG,6.20%,-,-,6' 3.5'',6' 4.5'',8' 5'',199.0,6' 8'',2008-2009
Deron Washington,SF,7.20%,-,-,6' 5.25'',6' 6.25'',8' 6.5'',198.5,6' 9'',2008-2009
Sonny Weems,SG-SF,4.40%,-,-,6' 4'',6' 5.5'',8' 8'',193.0,6' 10'',2008-2009
Russell Westbrook,PG,4.80%,-,-,6' 2.25'',6' 3.5'',8' 4'',192.0,6' 7.75'',2008-2009
Reggie Williams,SG,5.30%,-,-,6' 3.25'',6' 4'',8' 7'',199.0,6' 9.25'',2008-2009
Jeff Adrien,PF,7.90%,-,-,6' 5.25'',6' 6.5'',8' 11.5'',236.2,7' 2'',2009-2010
Jeff Ayres,PF,5.50%,-,-,6' 8.75'',6' 10'',8' 11'',239.6,7' 1'',2009-2010
Rodrigue Beaubois,PG,7.90%,-,-,6' 1.25'',6' 2.25'',8' 4'',182.4,6' 9.75'',2009-2010
DeJuan Blair,PF,12.00%,-,-,6' 5.25'',6' 6.5'',8' 10.5'',276.6,7' 2'',2009-2010
Derrick Brown,SF-PF,8.60%,-,-,6' 7.5'',6' 8.5'',8' 11.5'',224.6,7' 2.5'',2009-2010
Chase Budinger,SF-SG,10.00%,-,-,6' 6.25'',6' 7'',8' 5'',206.4,6' 7'',2009-2010
DeMarre Carroll,PF-SF,6.30%,-,-,6' 6.25'',6' 7.75'',8' 9'',207.2,6' 10'',2009-2010
Omri Casspi,SF,8.60%,-,-,6' 7.75'',6' 9.25'',8' 10.5'',211.2,6' 9.25'',2009-2010
Dionte Christmas,SG,7.10%,-,-,6' 4.25'',6' 5.5'',8' 6.5'',210.8,6' 9'',2009-2010
